Yard code ,Date ,Start Time,End Time,Temperature (°C),Cloud Cover code,Beaufort scale ,Day of Week ,Species ,Bird Scientific Name ,Behaviour,Time of Observation,Plant species,Scientific Name ,DBH (cm),Notes,
Y03 ,15/05/2024,7:03,7:23,13,4,3,Wednesday,HOSP,Passer domesticus,Hop,7:16,Beauty bush,Kolkwitzia amabilis,15,"Lots of birds in adjacent yards, challenging to observe hedges. Heard TEWA, BTNW, AMRO, SOSP.",
Y03 ,15/05/2024,7:03,7:23,13,4,3,Wednesday,EWPE,Contopus virens,Sally,7:20,Burning bush,Euonymus alatus,2,Many small stems ,
Y33,15/05/2024,8:09,8:29,13,4,3,Wednesday,HOSP,Passer domesticus,Vocalize ,8:20,Manitoba maple,Acer negundo ,42,"Loud construction across the street, plane, chimney swifts above ",
Y33,15/05/2024,8:09,8:29,13,4,3,Wednesday,EUST,Sturnus vulgaris,Peck,8:21,Manitoba maple,Acer negundo ,42,,
Y33,15/05/2024,8:09,8:29,13,4,3,Wednesday,HOSP,Passer domesticus,Vocalize ,9:23,Manitoba maple,Acer negundo ,30,,
Y33,15/05/2024,8:09,8:29,13,4,3,Wednesday,LEFL,Empidonax minimus,Sally ,8:24,Manitoba maple,Acer negundo ,42,,
Y33,15/05/2024,8:09,8:29,13,4,3,Wednesday,AMRO,Turdus migratorius ,Vocalize ,8:26,Manitoba maple,Acer negundo ,30,,
Y45,15/05/2024,9:03,9:23,13,4,3,Wednesday,HOSP,Passer domesticus,Perch ,9:13,Canada yew,Taxus canadensis,30,"Construction heard, birds galore in adjacent yards (hermit thrush, NOCA, SWTH, GRCA, CMWA) ",
Y45,15/05/2024,9:03,9:23,13,4,3,Wednesday,HOSP,Passer domesticus,Vocalize ,9:14,Canada yew,Taxus canadensis,14,,
Y18,16/05/2024,7:04,7:26,13,4,3,Thursday,NOCA,Cardinalis cardinalis,Vocalize,7:15,Norway spruce ,Picea abies,49,"Clouds cover washed out the colour of the birds; birds were missed. Merlin recorded SOSP, HOSP, NOCA, AMRO, BCCH, AMGO, HOFI, YRWA, CSWA, SWTH.",
Y18,16/05/2024,7:04,7:26,13,4,3,Thursday,AMGO,Spinus tristis,Vocalize,7:16,Norway spruce ,Picea abies,30,,
Y18,16/05/2024,7:04,7:26,13,4,3,Thursday,AMGO,Spinus tristis,Perch,7:16,Norway spruce ,Picea abies,30,,
Y18,16/05/2024,7:04,7:26,13,4,3,Thursday,CHSP,Spizella passerina,Vocalize,7:18,White ash,Faxinus americana,60,,
Y18,16/05/2024,7:04,7:26,13,4,3,Thursday,WAVI,Vireo gilvus,Reach,7:19,White ash,Faxinus americana,60,"Description: white underside, long black-tipped white tail, white cheek, eyeline, longish beak (slightly hooked), somewhat blueish upperparts, horizontal posture, head rotation and tail flicking, larger than a warbler",
Y18,16/05/2024,7:04,7:26,13,4,3,Thursday,WAVI,Vireo gilvus,Glean,7:19,White ash,Faxinus americana,60,,
Y18,16/05/2024,7:04,7:26,13,4,3,Thursday,WAVI,Vireo gilvus,Sally,7:19,White ash,Faxinus americana,60,,
Y18,16/05/2024,7:04,7:26,13,4,3,Thursday,WAVI,Vireo gilvus,Sally,7:19,White ash,Faxinus americana,60,Mating pair,
Y18,16/05/2024,7:04,7:26,13,4,3,Thursday,WAVI,Vireo gilvus,Reach,7:19,White ash,Faxinus americana,60,,
Y18,16/05/2024,7:04,7:26,13,4,3,Thursday,WAVI,Vireo gilvus,Glean,7:19,White ash,Faxinus americana,60,,
Y18,16/05/2024,7:04,7:26,13,4,3,Thursday,CSWA,Setophaga pensylvanica,Vocalize,7:20,White ash,Faxinus americana,60,,
Y18,16/05/2024,7:04,7:26,13,4,3,Thursday,CSWA,Setophaga pensylvanica,Glean,7:20,White ash,Faxinus americana,60,,
Y18,16/05/2024,7:04,7:26,13,4,3,Thursday,NOCA,Cardinalis cardinalis,Ground forage,7:21,European crab apple,Malus sylvestris,35,Male,
Y18,16/05/2024,7:04,7:26,13,4,3,Thursday,NOCA,Cardinalis cardinalis,Perch,7:21,European crab apple,Malus sylvestris,35,Female,
Y18,16/05/2024,7:04,7:26,13,4,3,Thursday,WIWA,Cardellina pusilla,Vocalize,7:22,European crab apple,Malus sylvestris,35,,
Y18,16/05/2024,7:04,7:26,13,4,3,Thursday,SWTH,Catharus ustulatus,Peck,7:23,Ground,NA,NA,,
Y18,16/05/2024,7:04,7:26,13,4,3,Thursday,SWTH,Catharus ustulatus,Perch,7:23,European crab apple,Malus sylvestris,35,,
Y04,16/05/2024,8:16,8:37,13,4,3,Thursday,,,,,,,,"Mama robin incubating (nest is on fixture attached to house), large Norway maple on property (dense canopy), very loud RBNU in front. Homeowner very interested in results",
Y26,17/05/2024,8:38,8:58,17,4,2,Friday ,EUST,Sturnus vulgaris,Perch,8:40,Dead standing ,NA,20,"Manitoba maple 'hedge' flanking right side of the yard, house cat passed through the yard. Saw LEFL in neighbour's large silver maple.",
Y26,17/05/2024,8:38,8:58,17,4,2,Friday ,EUST,Sturnus vulgaris,Perch,8:44,Dead standing ,NA,20,,
Y26,17/05/2024,8:38,8:58,17,4,2,Friday ,EUST,Sturnus vulgaris,Vocalize,8:46,Dead standing ,NA,20,,
Y26,17/05/2024,8:38,8:58,17,4,2,Friday ,EUST,Sturnus vulgaris,Preen,8:46,Dead standing ,NA,20,,
Y26,17/05/2024,8:38,8:58,17,4,2,Friday ,NOCA,Cardinalis cardinalis ,Vocalize ,8:50,Dead standing ,NA,20,,
Y13,17/05/2024,9:15,9:35,17,4,2,Friday ,HOSP,Passer domesticus,Vocalize ,9:20,Lily magnolia,Magnolia liliiflora,15,"No hedges, including cedars",
Y13,17/05/2024,9:15,9:35,17,4,2,Friday ,HOSP,Passer domesticus,Vocalize ,9:20,Lily magnolia,Magnolia liliiflora,15,,
Y13,17/05/2024,9:15,9:35,17,4,2,Friday ,HOSP,Passer domesticus,Vocalize ,9:20,Lily magnolia,Magnolia liliiflora,15,,
Y13,17/05/2024,9:15,9:35,17,4,2,Friday ,HOSP ,Passer domesticus,Glean ,9:22,Norway spruce ,Picea abies,15,,
Y13,17/05/2024,9:15,9:35,17,4,2,Friday ,HOSP,Passer domesticus,Glean ,9:24,Burning bush ,Euonymus alatus,1,,
Y13,17/05/2024,9:15,9:35,17,4,2,Friday ,AMRO,Turdus migratorius,Bathing ,9:28,Bird bath ,NA,NA,,
Y13,17/05/2024,9:15,9:35,17,4,2,Friday ,MODO,Zenaida macroura,Perch ,9:30,Silver maple,Acer saccharinum,140,,
Y13,17/05/2024,9:15,9:35,17,4,2,Friday ,MODO,Zenaida macroura,Vocalize,9:32,Silver maple,Acer saccharinum,140,,
Y13,17/05/2024,9:15,9:35,17,4,2,Friday ,MODO,Zenaida macroura,Vocalize,9:32,Silver maple,Acer saccharinum,140,,
Y32,21/05/2024,6:43,7:03,20,3,2,Tuesday,NOCA ,Cardinalis cardinalis ,Vocalize ,6:50,European crabapple,Malus sylvestris,15,,
Y06,21/05/2024,7:25,7:45,20,3,2,Tuesday,,,,,,,,"Nothing in yard, REVI and BLPW heard in area",
Y20,21/05/2024,8:12,8:32,21,3,2,Tuesday,HOSP,Passer domesticus,Eat at bird feeder,8:15,Feeder,NA,NA,,
Y20,21/05/2024,8:12,8:32,21,3,2,Tuesday,HOSP,Passer domesticus,Eat at bird feeder,8:15,Feeder,NA,NA,,
Y20,21/05/2024,8:12,8:32,21,3,2,Tuesday,HOSP,Passer domesticus,Eat at bird feeder,8:15,Feeder,NA,NA,,
Y20,21/05/2024,8:12,8:32,21,3,2,Tuesday,HOSP,Passer domesticus,Eat at bird feeder,8:15,Feeder,NA,NA,,
Y20,21/05/2024,8:12,8:32,21,3,2,Tuesday,HOSP,Passer domesticus,Eat at bird feeder,8:15,Feeder,NA,NA,,
Y20,21/05/2024,8:12,8:32,21,3,2,Tuesday,HOSP,Passer domesticus,Eat at bird feeder,8:15,Feeder,NA,NA,,
Y20,21/05/2024,8:12,8:32,21,3,2,Tuesday,HOSP  ,Passer domesticus,Bill wipe,8:16,Common lilac,Syringa vulgaris,5,,
Y20,21/05/2024,8:12,8:32,21,3,2,Tuesday,NOCA,Cardinalis cardinalis ,Eat seeds ,8:18,Ground ,NA,NA,"Came from feeder, feeder content: millet, sunflower ",
Y20,21/05/2024,8:12,8:32,21,3,2,Tuesday,CHSP,Spizella passerina,Eat at bird feeder,8:20,Feeder,NA,NA,,
Y20,21/05/2024,8:12,8:32,21,3,2,Tuesday,CHSP,Spizella passerina,Eat seeds ,8:24,Ground ,NA,NA,,
Y20,21/05/2024,8:12,8:32,21,3,2,Tuesday,NOCA,Cardinalis cardinalis ,Feed each other ,8:30,Black chokecherry,Prunus virginiana,13,,
Y20,21/05/2024,8:12,8:32,21,3,2,Tuesday,NOCA,Cardinalis cardinalis ,Feed each other ,8:30,Black chokecherry,Prunus virginiana,13,,
Y05,21/05/2024,8:42,9:02,21,2,2,Tuesday,AMRO,Turdus migratorius,Gape,8:45,Ground ,NA,NA,,
Y05,21/05/2024,8:42,9:02,21,2,2,Tuesday,HOSP,Passer domesticus,Perch ,8:50,White cedar,Thuja occidentalis,10,Hedge,
Y05,21/05/2024,8:42,9:02,21,2,2,Tuesday,HOSP,Passer domesticus,Perch ,8:55,White cedar,Thuja occidentalis,10,Hedge,
Y25,23/05/2024,7:24,7:43,21,4,3,Thursday,AMCR,Corvus brachyrhynchos,Vocalize,7:37,White ash,Fraxinus americana,40,,
Y49,23/05/2024,8:36,8:57,21,4,3,Thursday,HOSP,Passer domesticus,Eat at bird feeder,8:38,Feeder,NA,NA,"Strong gusts of wind in front yard, less windy in back, empty robin's nest on porch, neighbours all removed trees",
Y49,23/05/2024,8:36,8:57,21,4,3,Thursday,HOFI,Haemorhous mexicanus,Perch,8:40,Japanese maple,Acer palmatum,5,,
Y49,23/05/2024,8:36,8:57,21,4,3,Thursday,HOSP,Passer domesticus,Perch,8:50,Japanese maple,Acer palmatum,5,,
Y49,23/05/2024,8:36,8:57,21,4,3,Thursday,HOSP,Passer domesticus,Perch,8:50,Norway maple,Acer platanoides,35,,
Y49,23/05/2024,8:36,8:57,21,4,3,Thursday,WAVI,Vireo gilvus,Perch,8:50,Japanese maple,Acer palmatum,5,,
Y49,23/05/2024,8:36,8:57,21,4,3,Thursday,EUST,Sturnus vulgaris,Bill wipe,8:52,Norway maple,Acer platanoides,35,,
Y49,23/05/2024,8:36,8:57,21,4,3,Thursday,EUST,Sturnus vulgaris,Perch,8:54,Norway maple,Acer platanoides,35,,
Y49,23/05/2024,8:36,8:57,21,4,3,Thursday,EUST,Sturnus vulgaris,Eat at bird feeder,8:55,Feeder,NA,NA,,
Y49,23/05/2024,8:36,8:57,21,4,3,Thursday,CHSP,Spizella passerina,Eat seeds ,8:55,Ground ,NA,NA,,
Y49,23/05/2024,8:36,8:57,21,4,3,Thursday,CHSP,Spizella passerina,Perch,8:57,Norway maple,Acer platanoides,35,,
Y27,23/05/2024,9:25,9:45,21,4,4,Thursday,HOSP,Passer domesticus,Glean,9:27,Manitoba maple,Acer negundo,100,"YEWA heard in neighbouhood, house cat in window, CEDW flock flew overhead, MERL or other bird of prey flew overhead",
Y28,28/05/2024,6:22,6:42,17,4,4,Tuesday,HOSP,Passer domesticus,Forage,6:22,Ground ,NA,NA,"Bird feeders: miller, sunflower seed, thistle. Windy.",
Y28,28/05/2024,6:22,6:42,17,4,4,Tuesday,HOSP,Passer domesticus,Forage,6:22,Ground ,NA,NA,,
Y28,28/05/2024,6:22,6:42,17,4,4,Tuesday,HOSP,Passer domesticus,Forage,6:22,Ground ,NA,NA,,
Y28,28/05/2024,6:22,6:42,17,4,4,Tuesday,HOSP,Passer domesticus,Perch,6:26,Common lilac,Syringa vulgaris,5,,
Y28,28/05/2024,6:22,6:42,17,4,4,Tuesday,HOSP,Passer domesticus,Perch,6:26,Common lilac,Syringa vulgaris,5,,
Y28,28/05/2024,6:22,6:42,17,4,4,Tuesday,HOSP,Passer domesticus,Perch,6:26,Common lilac,Syringa vulgaris,5,,
Y28,28/05/2024,6:22,6:42,17,4,4,Tuesday,NOCA,Cardinalis cardinalis ,Vocalize,6:34,Common lilac,Syringa vulgaris,5,,
Y28,28/05/2024,6:22,6:42,17,4,4,Tuesday,HOSP,Passer domesticus,Perch,6:35,Common lilac,Syringa vulgaris,5,,
Y28,28/05/2024,6:22,6:42,17,4,4,Tuesday,HOSP,Passer domesticus,Vocalize,6:36,Common lilac,Syringa vulgaris,5,,
Y28,28/05/2024,6:22,6:42,17,4,4,Tuesday,HOSP,Passer domesticus,Perch,6:36,Common lilac,Syringa vulgaris,5,,
Y28,28/05/2024,6:22,6:42,17,4,4,Tuesday,HOSP,Passer domesticus,Vocalize,6:36,Common lilac,Syringa vulgaris,5,,
Y28,28/05/2024,6:22,6:42,17,4,4,Tuesday,HOSP,Passer domesticus,Perch,6:36,Common lilac,Syringa vulgaris,5,,
Y28,28/05/2024,6:22,6:42,17,4,4,Tuesday,HOSP,Passer domesticus,Vocalize,6:39,Common lilac,Syringa vulgaris,5,,
Y28,28/05/2024,6:22,6:42,17,4,4,Tuesday,HOSP,Passer domesticus,Perch,6:39,Common lilac,Syringa vulgaris,5,,
Y28,28/05/2024,6:22,6:42,17,4,4,Tuesday,HOSP,Passer domesticus,Perch,6:39,Common lilac,Syringa vulgaris,5,,
Y28,28/05/2024,6:22,6:42,17,4,4,Tuesday,HOSP,Passer domesticus,Vocalize,6:39,Common lilac,Syringa vulgaris,5,,
Y28,28/05/2024,6:22,6:42,17,4,4,Tuesday,HOSP,Passer domesticus,Vocalize,6:39,Common lilac,Syringa vulgaris,5,,
Y28,28/05/2024,6:22,6:42,17,4,4,Tuesday,HOSP ,Passer domesticus,Vocalize,6:40,Trumpet honeysuckle,Lonicera sempervirens,NA,,
Y28,28/05/2024,6:22,6:42,17,4,4,Tuesday,HOSP,Passer domesticus,Preen,6:41,Trumpet honeysuckle,Lonicera sempervirens,NA,,
Y28,28/05/2024,6:22,6:42,17,4,4,Tuesday,HOSP,Passer domesticus,Preen,6:41,Trumpet honeysuckle,Lonicera sempervirens,NA,,
Y31,28/05/2024,6:51,7:11,17,4,4,Tuesday,,,,,,,,"Cedar hedges on either side. Very light rain, windy. Has treated ash tree. Feeder & birdbath.",
Y07,28/05/2024,7:19,7:39,18,4,4,Tuesday,,,,,,,,"Light rain. COGR flock, possible MERL. Wind gusts.",
Y44,28/05/2024,7:47,8:07,17,4,4,Tuesday,CHSP,Spizella passerina,Vocalize,8:07,Cherry plum ,Prunus cerasifera,3,,
Y44,28/05/2024,7:47,8:07,17,4,4,Tuesday,CHSP,Spizella passerina,Vocalize,8:07,Japanese yew,Taxus cuspidata,15,"Light drizzle. Mulberry tree, leaf litter pile, and somewhat natural lawn in backyard.",
Y47,29/05/2024,7:08,7:28,12,1,2,Wednesday,HOSP,Passer domesticus,Perch,7:09,White cedar,Thuja occidentalis,35,Loud BLBW and AMRE vocalizations. Faint MAWA and CEDW. ,
Y47,29/05/2024,7:08,7:28,12,1,2,Wednesday,EUST,Sturnus vulgaris,Perch,7:14,Siberian elm,Ulmus pumila,18,,
Y47,29/05/2024,7:08,7:28,12,1,2,Wednesday,EUST,Sturnus vulgaris,Preen,7:17,Siberian elm,Ulmus pumila,46,,
Y47,29/05/2024,7:08,7:28,12,1,2,Wednesday,EUST,Sturnus vulgaris,"Vocalize, Perch, Preen",7:20,Siberian elm,Ulmus pumila,46,Fledgling,
Y47,29/05/2024,7:08,7:28,12,1,2,Wednesday,EUST,Sturnus vulgaris,Vocalize,7:20,Siberian elm,Ulmus pumila,46,Fledgling,
Y47,29/05/2024,7:08,7:28,12,1,2,Wednesday,EUST,Sturnus vulgaris,Perch,7:20,Siberian elm,Ulmus pumila,46,Fledgling,
Y47,29/05/2024,7:08,7:28,12,1,2,Wednesday,EUST,Sturnus vulgaris,Preen,7:20,White cedar,Thuja occidentalis,35,,
Y47,29/05/2024,7:08,7:28,12,1,2,Wednesday,EUST,Sturnus vulgaris,Preen,7:22,Siberian elm,Ulmus pumila,46,,
Y47,29/05/2024,7:08,7:28,12,1,2,Wednesday,HOSP,Passer domesticus,Vocalize,7:23,White cedar,Thuja occidentalis,35,,
Y47,29/05/2024,7:08,7:28,12,1,2,Wednesday,HOSP,Passer domesticus,Bill wipe,7:23,White cedar,Thuja occidentalis,35,,
Y47,29/05/2024,7:08,7:28,12,1,2,Wednesday,HOSP,Passer domesticus,Preen,7:23,Siberian elm,Ulmus pumila,46,,
Y47,29/05/2024,7:08,7:28,12,1,2,Wednesday,HOSP ,Passer domesticus,Hop,7:24,White cedar,Thuja occidentalis,35,,
Y47,29/05/2024,7:08,7:28,12,1,2,Wednesday,HOSP,Passer domesticus,Vocalize,7:27,Siberian elm,Ulmus pumila,46,,
Y24,29/05/2024,10:17,10:37,13,1,2,Wednesday,SOSP,Melospiza melodia,Vocalize,10:23,White cedar,Thuja occidentalis,5,"REVI seen and heard in neighbourhood. Recess time for elementary school behind backyard. REVI, WBNU, NOCA on same silver maple in street",
Y05,30/05/2024,8:10,8:30,11,1,1,Thursday,CHSP,Spizella passerina,Vocalize,8:11,Norway spruce,Picea abies,58,,
Y05,30/05/2024,8:10,8:30,11,1,1,Thursday,NOCA,Cardinalis cardinalis ,Vocalize,8:29,Japanese yew,Taxus cuspidata,5,,
Y05,30/05/2024,8:10,8:30,11,1,1,Thursday,NOCA,Cardinalis cardinalis ,Court,8:29,Japanese yew,Taxus cuspidata,5,,
Y05,30/05/2024,8:10,8:30,11,1,1,Thursday,NOCA,Cardinalis cardinalis ,Court,8:29,Japanese yew,Taxus cuspidata,5,,
Y05,30/05/2024,8:10,8:30,11,1,1,Thursday,NOCA,Cardinalis cardinalis ,Vocalize,8:29,Japanese yew,Taxus cuspidata,5,,
Y20,30/05/2024,8:41,9:01,12,1,1,Thursday,HOSP,Passer domesticus,Eat,8:42,Feeder,NA,NA,Y20 no longer has a hedge. Lots of BCCH in the neighbours yard. SOSP in neighbours yard. NOCA and SOSP in neighbours street tree. ,
Y20,30/05/2024,8:41,9:01,12,1,1,Thursday,HOSP,Passer domesticus,Eat at bird feeder,8:57,Feeder,NA,NA,,
Y20,30/05/2024,8:41,9:01,12,1,1,Thursday,HOSP,Passer domesticus,Eat at bird feeder,8:57,Feeder,NA,NA,,
Y20,30/05/2024,8:41,9:01,12,1,1,Thursday,HOSP,Passer domesticus,Eat at bird feeder,8:57,Feeder,NA,NA,,
Y20,30/05/2024,8:41,9:01,12,1,1,Thursday,HOSP,Passer domesticus,Eat at bird feeder,8:57,Feeder,NA,NA,,
Y20,30/05/2024,8:41,9:01,12,1,1,Thursday,CHSP,Spizella passerina,Eat at bird feeder,8:58,Feeder,NA,NA,,
Y03 ,30/05/2024,9:08,9:20,15,1,2,Thursday,SOSP,Melospiza melodia,Vocalize,9:12,Nootka cypress,Cupressus nootkatensis,15,"Lots of bees, GREG flyover. NOCA and X2 CHSP in street tree. REVI and BHVI heard. SOSP possibly nesting on the ground in the Beautybush. ",
Y03 ,30/05/2024,9:08,9:20,15,1,2,Thursday,SOSP,Melospiza melodia,Vocalize,9:14,Nootka cypress,Cupressus nootkatensis,15,,
Y03 ,30/05/2024,9:08,9:20,15,1,2,Thursday,SOSP,Melospiza melodia,Vocalize,9:19,Nootka cypress,Cupressus nootkatensis,15,,
Y03 ,30/05/2024,9:08,9:20,15,1,2,Thursday,SOSP,Melospiza melodia,Court,9:21,Leopard plant,Farfugium japonicum,NA,Leafy non-woody plant ,
Y03 ,30/05/2024,9:08,9:20,15,1,2,Thursday,SOSP,Melospiza melodia,Vocalize,9:21,Leopard plant,Farfugium japonicum,NA,Leafy non-woody plant ,
Y03 ,30/05/2024,9:08,9:20,15,1,2,Thursday,SOSP ,Melospiza melodia,Vocalize,9:25,Nootka cypress,Cupressus nootkatensis,15,,
Y03 ,30/05/2024,9:08,9:20,15,1,2,Thursday,SOSP ,Melospiza melodia,Vocalize,9:25,Beauty bush,Kolkwitzia amibilis,15,,
Y03 ,30/05/2024,9:08,9:20,15,1,2,Thursday,SOSP ,Melospiza melodia,Hop,9:28,Leopard plant,Farfugium japonicum,NA,"Leady, non-woody plant",
Y18,30/05/2024,10:05,10:25,16,1,2,Thursday,NOCA,Cardinalis cardinalis ,Perch,10:11,Norway spruce,Picea abies,49,"Turkey vulture flyover. REVI, BHVI, SOSP, BCCH, AMRE heard. ",
Y18,30/05/2024,10:05,10:25,16,1,2,Thursday,AMRO,Turdus migratorius,Forage,10:16,Ground,NA,NA,,
Y18,30/05/2024,10:05,10:25,16,1,2,Thursday,WBNU,Sita carolinensis,Peck,10:24,White ash,Fraxinus americana ,60,,
Y18,30/05/2024,10:05,10:25,16,1,2,Thursday,AMGO,Spinus tristis,Glean,10:25,White ash,Fraxinus americana ,60,,
Y18,30/05/2024,10:05,10:25,16,1,2,Thursday,AMGO,Spinus tristis,Glean,10:25,White ash,Fraxinus americana ,60,,
Y09,30/05/2024,11:05,11:25,16,1,3,Thursday,AMRO,Turdus migratorius,Nest,11:11,White cedar,Thuja occidentalis,15,"Nesting in hedge in front yard, no hatchlings yet.",
Y09,30/05/2024,11:05,11:25,16,1,3,Thursday,AMRO,Turdus migratorius,Nest,11:11,White cedar,Thuja occidentalis,15,,
Y09,30/05/2024,11:05,11:25,16,1,3,Thursday,AMRO,Turdus migratorius,Sit on nest,11:25,White cedar,Thuja occidentalis,15,,
Y32,31/05/2024,8:31,8:51,15,1,2,Friday ,HOSP,Passer domesticus,Eat at bird feeder,8:48,Feeder,NA,NA,NOCA calling in neighbour yard,
Y32,31/05/2024,8:31,8:51,15,1,2,Friday ,NOCA,Cardinalis cardinalis ,Vocalize,8:45,White cedar,Thuja occidentalis,7,,
Y45,31/05/2024,9:38,9:58,18,1,2,Friday ,HOSP,Passer domesticus,Peck,9:47,Balsam fir,Abies balsamea,5,Homeowner hears less birds. Neighbourhood has feeder. WBNU in Silver maple in neighbours yard,
Y13,31/05/2024,10:37,10:57,19,1,2,Friday ,HOSP,Passer domesticus,Peck,10:37,Common lilac,Syringa vulgaris,8,,
Y13,31/05/2024,10:37,10:57,19,1,2,Friday ,HOSP,Passer domesticus,Perch,10:41,Common lilac,Syringa vulgaris,4,,
Y13,31/05/2024,10:37,10:57,19,1,2,Friday ,HOSP,Passer domesticus,Perch,10:42,Common lilac,Syringa vulgaris,4,,
Y13,31/05/2024,10:37,10:57,19,1,2,Friday ,SOSP ,Melospiza melodia,Peck,10:45,Ground,NA,NA,,
Y13,31/05/2024,10:37,10:57,19,1,2,Friday ,SOSP ,Melospiza melodia,Peck,10:45,Ground,NA,NA,,
Y13,31/05/2024,10:37,10:57,19,1,2,Friday ,HOSP,Passer domesticus,Eat at bird feeder,10:47,Feeder,NA,NA,,
Y13,31/05/2024,10:37,10:57,19,1,2,Friday ,WBNH,Sita carolinensis,Peck,10:50,Japanese maple,Acer palmatum,10,,
Y27,03/06/2024,7:57,8:17,21,1,2,Monday,EUST,Sturnus vulgaris,Perch,7:57,Manitoba maple,Acer negundo,106,"Many squirrels. House for-sale. AMRO. EUST, and WBNU in neighbour's Silver maple. Lots of pollinators. CHSW flying low. ",
Y27,03/06/2024,7:57,8:17,21,1,2,Monday,EUST,Sturnus vulgaris,Peck,8:03,Manitoba maple,Acer negundo,106,,
Y27,03/06/2024,7:57,8:17,21,1,2,Monday,WBNU,Sita carolinensis,Peck,8:05,Manitoba maple,Acer negundo,106,,
Y27,03/06/2024,7:57,8:17,21,1,2,Monday,EUST,Sturnus vulgaris,Perch,8:08,Manitoba maple,Acer negundo,106,,
Y27,03/06/2024,7:57,8:17,21,1,2,Monday,EUST,Sturnus vulgaris,Perch,8:08,Manitoba maple,Acer negundo,106,,
Y27,03/06/2024,7:57,8:17,21,1,2,Monday,HOSP,Passer domesticus,Hop,8:12,Asian meadowsweet,Spiraea trilobata,NA,Shrub in front yard - Non-woody plant,
Y27,03/06/2024,7:57,8:17,21,1,2,Monday,HOSP,Passer domesticus,Peck,8:17,Ground,NA,NA,,
Y33,03/06/2024,8:57,9:17,21,1,2,Monday,HOSP,Passer domesticus,Carry nesting material,9:03,Japanese maple,Acer palmatum,5,"BLJA in adjacent yard, RTHA flyover at 9:07, many ROPI in front. Construction in front yard. ",
Y33,03/06/2024,8:57,9:17,21,1,2,Monday,BLJA,Cyanocitta cristata,Perch,9:04,Manitoba maple,Acer negundo,39,,
Y33,03/06/2024,8:57,9:17,21,1,2,Monday,HOSP,Passer domesticus,Hop,9:06,Manitoba maple,Acer negundo,39,,
Y33,03/06/2024,8:57,9:17,21,1,2,Monday,HOSP,Passer domesticus,Perch,9:09,Manitoba maple,Acer negundo,39,,
Y26,04/06/2024,7:53,8:13,18,1,2,Tuesday,NOCA,Cardinalis cardinalis ,Vocalize ,7:56,Common pear,Pyrus communis,15,"* missing tree species, (alarm call)",
Y26,04/06/2024,7:53,8:13,18,1,2,Tuesday,EUST,Sturnus vulgaris,Perch,7:58,Dead standing,NA,20,"GREG flyover. Outdoor cats. Many HOSP and EUST in neighbour's honey locust. AMRO, NOCA, AMCR, BCCH heard.",
Y26,04/06/2024,7:53,8:13,18,1,2,Tuesday,EUST,Sturnus vulgaris,Perch,7:58,Dead standing,NA,20,,
Y26,04/06/2024,7:53,8:13,18,1,2,Tuesday,HOSP,Passer domesticus,Perch,8:02,Dead standing,NA,20,,
Y26,04/06/2024,7:53,8:13,18,1,2,Tuesday,EUST,Sturnus vulgaris,"Vocalize, Preen",8:07,Dead standing,NA,20,,
Y26,04/06/2024,7:53,8:13,18,1,2,Tuesday,EUST,Sturnus vulgaris,Perch,8:09,Dead standing,NA,20,,
Y26,04/06/2024,7:53,8:13,18,1,2,Tuesday,EUST,Sturnus vulgaris,"Bill wipe, Preen, Perch",8:11,Dead standing,NA,20,,
Y26,04/06/2024,7:53,8:13,18,1,2,Tuesday,EUST,Sturnus vulgaris,"Preen, Perch",8:11,Dead standing,NA,20,,
Y06,04/06/2024,8:15,8:35,19,1,2,Tuesday,AMRO,Turdus migratorius,Perch ,8:48,Common serviceberry,Amelanchier arborea,3,"REVI, CHSP, AMRO heard. AMRO feeding fledgling on wire in neighbour's front yard. ",
Y06,04/06/2024,8:15,8:35,19,1,2,Tuesday,AMRO,Turdus migratorius,Vocalize,8:48,Honeyberry,Lonicera caerulea,NA,Small shrub,
Y06,04/06/2024,8:15,8:35,19,1,2,Tuesday,AMRO,Turdus migratorius,Gape,8:50,Ground,NA,NA,,
Y24,05/06/2024,7:47,8:07,20,3,2,Wednesday,AMRO,Turdus migratorius,Perch,7:47,White cedar,Thuja occidentalis,9,Fledgling,
Y24,05/06/2024,7:47,8:07,20,3,2,Wednesday,AMRO,Turdus migratorius,Perch,7:53,White cedar,Thuja occidentalis,9,"Loud dog in next yard. Successful AMRO nest probably in yard close by (because 2 fledglings in this yard). CHSP, SOSP, AMRO, NOCA, EUST, AMCR heard. Very hot and humid. Lots of pollinating insects in front garden. #SaveFairviewForest sign in front yard. ",
Y24,05/06/2024,7:47,8:07,20,3,2,Wednesday,AMRO,Turdus migratorius,Hide,7:54,Ground,NA,NA,Fledgling,
Y24,05/06/2024,7:47,8:07,20,3,2,Wednesday,AMRO,Turdus migratorius,Perch,8:05,Ground,NA,NA,"Fledgling,(wooden garden post)",
Y24,05/06/2024,7:47,8:07,20,3,2,Wednesday,AMRO,Turdus migratorius,Vocalize,8:07,White cedar,Thuja occidentalis,9,Fledgling,
